0,1,2,3
0.4103677397096099,0.07612771695157583,0.3201602893015628,0.18896970299773053
0.45300808928760844,0.05192822430700156,0.3336387414483697,0.3219348744639355
0.5119686528303898,0.04969489887909151,0.2460063585125968,0.41432165049428715
0.4115139082421593,0.07417905960567722,0.31679045833937747,0.18643557009075123
0.4272388527245394,0.05127894069132255,0.28371312855473957,0.21159508386739617
0.40425438010804277,0.05473603708521113,0.39304729037358743,0.24129258452131386
0.41642644764236225,0.05871543254823358,0.36448113057753795,0.24216026526105455
0.9645381078419885,0.9859156681083397,0.736998828095167,0.22679886286786766
0.9460017074361357,0.9836986807863979,0.7662336863794905,0.2153884803998758
0.450989854444471,0.07944815081258144,0.24234539785057427,0.22629957588652894
0.5354041960749795,0.0467213375768008,0.20542713376043104,0.390591104017745
0.5692604467657011,0.07400659892978123,0.2048851976050805,0.47077689228998176
0.7487472253121507,0.20568637371783594,0.08807128954635168,0.5832698452630268
0.9642105530604731,0.9872254222593895,0.7385390410551365,0.22833158584456698
0.9636862640941926,0.9616474409478932,0.7085771083723466,0.2574559860178336
0.9745173348224228,0.8798120274892276,0.593704424282864,0.3645592873442172
0.9693877026834155,0.9979012298014962,0.770667574836361,0.20825136838570485
0.9477172309156734,0.9810658002128533,0.7624519996861123,0.21164678935407216
0.9627661117938882,0.8866671377313781,0.5561426660754341,0.3051247470074039
0.9695636805092375,0.9978841112127589,0.7702117778291593,0.20902362900003435
0.9783236275951003,0.9899815150460949,0.7483741259219747,0.24874447327103666
0.9214331550831837,0.7017716282441937,0.379352628027613,0.4570395465027709
0.9713366831366177,0.8045555634528849,0.4481585362246143,0.41986061250570206
0.44861877017670815,0.09600247652385879,0.2836230339418988,0.2408677691091179
0.3940402497385671,0.0857534889921231,0.28107794548739784,0.06670480964750425
0.34179453318462805,0.12738248869314617,0.37663494259008556,0.07024422256209961
0.3732259864546362,0.11632770473441889,0.32748783450905616,0.04561241811613598
0.4613532215812819,0.05769287004014911,0.3330987923985042,0.22928127461984166
0.5454568078913594,0.0503177241288954,0.23608239754099822,0.377503646255252
0.9894011019891117,0.9866171139890922,0.7178953021114571,0.2595792013207022
0.9872781915782775,0.9502627469226346,0.7042422565029995,0.28635498160585143
0.9419692814217954,0.7270640309104477,0.4686541063431744,0.48846875106055
0.9539428196326555,0.9630084468007856,0.6878808048647042,0.24481717519639543
0.9688271421534299,1.0,0.7729338686420545,0.2114264299708566
0.9722423962307007,0.9784647633362913,0.7320549096483757,0.2629614452241318
0.967377494442294,0.9679033225359613,0.6798004466188294,0.2527233984907074
0.9908521727950915,0.9953070611733029,0.7213520595654741,0.22928470598395745
0.9778296748457366,0.9637096325206149,0.676916519186572,0.3185494342213296
0.9720138333149141,0.8668604882887521,0.5647108680910264,0.3258793136908263
0.9962933585760277,0.9144394723645101,0.6308118476927886,0.36937781565753064
0.4299278631054262,0.06689020907260229,0.2900252816056532,0.19797388446744302
0.3820973015587956,0.08205303807080477,0.3638914476517119,0.15917333518595655
0.4093654832701665,0.08666792862058414,0.25010669444215217,0.07104296265293897
0.3589684938255733,0.11776064508253714,0.4093108442607576,0.10983956351544288
0.39011934359715617,0.06929825857643901,0.4519210636358909,0.1573570624539919
0.5247104019347426,0.055917557917284866,0.2564444549090335,0.3683205167966527
0.8283482089553067,0.3974101643519803,0.12873331660915371,0.6157478711362644
0.7679751109736301,0.25026523406105894,0.09305513756562556,0.6595228329392278
1.0,0.9113195705429986,0.6091515636964226,0.3392521700714416
0.9638674483645655,0.7776653044293855,0.5451964143168926,0.45344131076291694
0.9768180279598568,0.9827988882179051,0.7101809649466719,0.2326261965628887
0.9975773372215524,0.9816615166944744,0.691753617216222,0.27407359671230813
0.9836698131177967,0.910183057550614,0.6508318229769458,0.3816386123663793
0.9453334082135758,0.8343625906491713,0.5139458765330378,0.380733366807152
0.9849635451694468,0.9859395508810767,0.7035308914856316,0.24748973779270278
0.9686710529457925,0.9589749638818591,0.678074289325783,0.31489594020113176
